Meal_ID,Dish_Name,Cuisine_Type,Meal_Type,Dietary_Preference,Main_Ingredients,Calories_per_Serving,Protein_Content(g),Difficulty_Level,Occasion_Type
M2232,Paneer Butter Masala,North Indian,Breakfast,Keto,"Paneer, Tomato, Spices",474,17,Hard,Party
M2233,Chole Bhature,North Indian,Snack,Non-Vegetarian,"Chickpeas, Maida, Spices",815,44,Medium,Restaurant-Special
M2234,Palak Paneer,North Indian,Dinner,Gluten-Free,"Spinach, Paneer, Spices",203,21,Easy,Festive
M2235,Biryani,North Indian,Snack,High-Protein,"Rice, Meat/Vegetables, Spices",566,16,Easy,Party
M2236,Chole Bhature,North Indian,Lunch,Vegetarian,"Chickpeas, Maida, Spices",447,31,Easy,Festive
M2237,Biryani,North Indian,Dinner,Non-Vegetarian,"Rice, Meat/Vegetables, Spices",582,4,Easy,Restaurant-Special
M2238,Dal Makhani,North Indian,Lunch,Keto,"Urad Dal, Butter, Cream",307,29,Easy,Restaurant-Special
M2239,Kadhi Pakora,North Indian,Breakfast,Gluten-Free,"Besan, Curd, Spices",381,17,Medium,Daily
M2240,Rajma Chawal,North Indian,Snack,Vegetarian,"Rajma, Rice, Spices",213,27,Hard,Restaurant-Special
M2241,Chole Bhature,North Indian,Dinner,Keto,"Chickpeas, Maida, Spices",220,31,Hard,Festive
M2242,Chole Bhature,North Indian,Snack,Gluten-Free,"Chickpeas, Maida, Spices",296,13,Easy,Party
M2243,Chole Bhature,North Indian,Breakfast,Keto,"Chickpeas, Maida, Spices",363,28,Medium,Restaurant-Special
M2244,Aloo Paratha,North Indian,Dinner,Vegan,"Wheat, Potato, Spices",890,42,Easy,Restaurant-Special
M2245,Kadhi Pakora,North Indian,Breakfast,Keto,"Besan, Curd, Spices",586,17,Hard,Restaurant-Special
M2246,Rajma Chawal,North Indian,Dinner,Non-Vegetarian,"Rajma, Rice, Spices",619,16,Medium,Party
M2247,Rajma Chawal,North Indian,Lunch,Non-Vegetarian,"Rajma, Rice, Spices",416,12,Hard,Party
M2248,Kadhi Pakora,North Indian,Dinner,Vegan,"Besan, Curd, Spices",230,27,Hard,Daily
M2249,Palak Paneer,North Indian,Snack,High-Protein,"Spinach, Paneer, Spices",286,41,Hard,Daily
M2250,Aloo Paratha,North Indian,Dinner,High-Protein,"Wheat, Potato, Spices",195,24,Easy,Daily
M2251,Kadhi Pakora,North Indian,Lunch,Keto,"Besan, Curd, Spices",465,24,Easy,Restaurant-Special
M2252,Biryani,North Indian,Lunch,Keto,"Rice, Meat/Vegetables, Spices",410,41,Hard,Festive
M2253,Kadhi Pakora,North Indian,Lunch,Vegetarian,"Besan, Curd, Spices",823,37,Hard,Daily
M2254,Baingan Bharta,North Indian,Lunch,Non-Vegetarian,"Brinjal, Onion, Tomato",463,10,Hard,Daily
M2255,Palak Paneer,North Indian,Dinner,Gluten-Free,"Spinach, Paneer, Spices",247,26,Medium,Party
M2256,Palak Paneer,North Indian,Dinner,High-Protein,"Spinach, Paneer, Spices",789,43,Hard,Restaurant-Special
M2257,Aloo Paratha,North Indian,Lunch,Keto,"Wheat, Potato, Spices",163,8,Medium,Restaurant-Special
M2258,Rajma Chawal,North Indian,Breakfast,Vegetarian,"Rajma, Rice, Spices",683,41,Hard,Daily
M2259,Aloo Paratha,North Indian,Lunch,Vegan,"Wheat, Potato, Spices",436,30,Medium,Party
M2260,Rajma Chawal,North Indian,Dinner,Vegan,"Rajma, Rice, Spices",878,41,Easy,Daily
M2261,Rajma Chawal,North Indian,Breakfast,Gluten-Free,"Rajma, Rice, Spices",743,39,Easy,Daily
M2262,Aloo Paratha,North Indian,Dinner,Vegan,"Wheat, Potato, Spices",733,36,Hard,Restaurant-Special
M2263,Chole Bhature,North Indian,Dinner,Vegan,"Chickpeas, Maida, Spices",264,7,Easy,Daily
M2264,Palak Paneer,North Indian,Dinner,Non-Vegetarian,"Spinach, Paneer, Spices",487,44,Medium,Restaurant-Special
M2265,Rajma Chawal,North Indian,Dinner,High-Protein,"Rajma, Rice, Spices",362,38,Medium,Festive
M2266,Paneer Butter Masala,North Indian,Breakfast,High-Protein,"Paneer, Tomato, Spices",358,11,Easy,Daily
M2267,Dal Makhani,North Indian,Breakfast,High-Protein,"Urad Dal, Butter, Cream",820,10,Hard,Restaurant-Special
M2268,Biryani,North Indian,Lunch,Vegetarian,"Rice, Meat/Vegetables, Spices",497,44,Easy,Daily
M2269,Rajma Chawal,North Indian,Snack,High-Protein,"Rajma, Rice, Spices",419,28,Medium,Party
M2270,Rajma Chawal,North Indian,Breakfast,Keto,"Rajma, Rice, Spices",335,11,Easy,Restaurant-Special
M2271,Paneer Butter Masala,North Indian,Lunch,Non-Vegetarian,"Paneer, Tomato, Spices",225,34,Medium,Party
M2272,Biryani,North Indian,Snack,Non-Vegetarian,"Rice, Meat/Vegetables, Spices",744,27,Medium,Festive
M2273,Rajma Chawal,North Indian,Breakfast,Vegetarian,"Rajma, Rice, Spices",384,6,Medium,Restaurant-Special
M2274,Aloo Paratha,North Indian,Dinner,Gluten-Free,"Wheat, Potato, Spices",707,25,Hard,Festive
M2275,Dal Makhani,North Indian,Dinner,Vegan,"Urad Dal, Butter, Cream",169,39,Easy,Festive
M2276,Rajma Chawal,North Indian,Lunch,Keto,"Rajma, Rice, Spices",507,5,Easy,Restaurant-Special
M2277,Aloo Paratha,North Indian,Breakfast,Vegan,"Wheat, Potato, Spices",489,13,Hard,Festive
M2278,Kadhi Pakora,North Indian,Lunch,High-Protein,"Besan, Curd, Spices",287,9,Easy,Restaurant-Special
M2279,Rajma Chawal,North Indian,Snack,Vegan,"Rajma, Rice, Spices",726,5,Easy,Party
M2280,Paneer Butter Masala,North Indian,Snack,Gluten-Free,"Paneer, Tomato, Spices",274,22,Medium,Restaurant-Special
M2281,Chole Bhature,North Indian,Breakfast,Gluten-Free,"Chickpeas, Maida, Spices",401,37,Medium,Restaurant-Special
M2282,Biryani,North Indian,Lunch,High-Protein,"Rice, Meat/Vegetables, Spices",841,35,Medium,Daily
M2283,Chole Bhature,North Indian,Breakfast,Vegan,"Chickpeas, Maida, Spices",807,24,Easy,Party
M2284,Chole Bhature,North Indian,Dinner,Keto,"Chickpeas, Maida, Spices",339,40,Easy,Festive
M2285,Paneer Butter Masala,North Indian,Dinner,Non-Vegetarian,"Paneer, Tomato, Spices",892,27,Easy,Festive
M2286,Baingan Bharta,North Indian,Dinner,Vegetarian,"Brinjal, Onion, Tomato",874,20,Easy,Restaurant-Special
M2287,Palak Paneer,North Indian,Breakfast,High-Protein,"Spinach, Paneer, Spices",653,37,Medium,Daily
M2288,Dal Makhani,North Indian,Lunch,Vegan,"Urad Dal, Butter, Cream",742,37,Hard,Daily
M2289,Chole Bhature,North Indian,Breakfast,Vegetarian,"Chickpeas, Maida, Spices",755,3,Hard,Restaurant-Special
M2290,Dal Makhani,North Indian,Dinner,Vegan,"Urad Dal, Butter, Cream",199,12,Medium,Daily
M2291,Aloo Paratha,North Indian,Dinner,High-Protein,"Wheat, Potato, Spices",212,43,Medium,Festive
M2292,Rajma Chawal,North Indian,Dinner,Vegetarian,"Rajma, Rice, Spices",594,35,Medium,Daily
M2293,Palak Paneer,North Indian,Dinner,Vegetarian,"Spinach, Paneer, Spices",790,12,Easy,Festive
M2294,Baingan Bharta,North Indian,Dinner,Vegan,"Brinjal, Onion, Tomato",180,15,Easy,Restaurant-Special
M2295,Dal Makhani,North Indian,Breakfast,Non-Vegetarian,"Urad Dal, Butter, Cream",173,42,Easy,Daily
M2296,Aloo Paratha,North Indian,Snack,Vegetarian,"Wheat, Potato, Spices",494,24,Hard,Party
M2297,Kadhi Pakora,North Indian,Lunch,Keto,"Besan, Curd, Spices",184,44,Easy,Festive
M2298,Butter Chicken,North Indian,Breakfast,High-Protein,"Chicken, Butter, Tomato",472,25,Medium,Daily
M2299,Rajma Chawal,North Indian,Breakfast,Non-Vegetarian,"Rajma, Rice, Spices",555,15,Medium,Restaurant-Special
M2300,Butter Chicken,North Indian,Lunch,Gluten-Free,"Chicken, Butter, Tomato",342,3,Easy,Festive
M2301,Dal Makhani,North Indian,Snack,Vegetarian,"Urad Dal, Butter, Cream",817,34,Medium,Festive
M2302,Kadhi Pakora,North Indian,Snack,Vegan,"Besan, Curd, Spices",581,21,Hard,Party
M2303,Baingan Bharta,North Indian,Snack,Vegetarian,"Brinjal, Onion, Tomato",639,40,Medium,Party
M2304,Dal Makhani,North Indian,Lunch,Vegetarian,"Urad Dal, Butter, Cream",304,43,Hard,Festive
M2305,Paneer Butter Masala,North Indian,Lunch,Keto,"Paneer, Tomato, Spices",788,10,Medium,Daily
M2306,Butter Chicken,North Indian,Breakfast,Non-Vegetarian,"Chicken, Butter, Tomato",550,12,Hard,Daily
M2307,Paneer Butter Masala,North Indian,Lunch,High-Protein,"Paneer, Tomato, Spices",158,31,Hard,Restaurant-Special
M2308,Butter Chicken,North Indian,Dinner,High-Protein,"Chicken, Butter, Tomato",698,22,Medium,Party
M2309,Dal Makhani,North Indian,Breakfast,Keto,"Urad Dal, Butter, Cream",775,31,Hard,Party
M2310,Aloo Paratha,North Indian,Snack,Gluten-Free,"Wheat, Potato, Spices",832,43,Medium,Restaurant-Special
M2311,Rajma Chawal,North Indian,Breakfast,Non-Vegetarian,"Rajma, Rice, Spices",358,12,Easy,Party
M2312,Chole Bhature,North Indian,Snack,High-Protein,"Chickpeas, Maida, Spices",682,42,Hard,Party
M2313,Palak Paneer,North Indian,Dinner,Non-Vegetarian,"Spinach, Paneer, Spices",223,29,Easy,Festive
M2314,Paneer Butter Masala,North Indian,Lunch,Gluten-Free,"Paneer, Tomato, Spices",567,27,Hard,Party
M2315,Paneer Butter Masala,North Indian,Lunch,Keto,"Paneer, Tomato, Spices",565,3,Easy,Restaurant-Special
M2316,Butter Chicken,North Indian,Breakfast,Vegan,"Chicken, Butter, Tomato",311,24,Easy,Daily
M2317,Aloo Paratha,North Indian,Breakfast,Non-Vegetarian,"Wheat, Potato, Spices",525,15,Medium,Festive
M2318,Aloo Paratha,North Indian,Breakfast,Non-Vegetarian,"Wheat, Potato, Spices",219,22,Easy,Festive
M2319,Dal Makhani,North Indian,Breakfast,Keto,"Urad Dal, Butter, Cream",258,10,Easy,Restaurant-Special
M2320,Kadhi Pakora,North Indian,Lunch,Keto,"Besan, Curd, Spices",346,12,Medium,Restaurant-Special
M2321,Aloo Paratha,North Indian,Dinner,Vegan,"Wheat, Potato, Spices",618,11,Hard,Restaurant-Special
M2322,Kadhi Pakora,North Indian,Snack,Vegetarian,"Besan, Curd, Spices",440,7,Hard,Restaurant-Special
M2323,Baingan Bharta,North Indian,Dinner,Vegetarian,"Brinjal, Onion, Tomato",322,4,Medium,Restaurant-Special
M2324,Rajma Chawal,North Indian,Snack,High-Protein,"Rajma, Rice, Spices",815,18,Medium,Party
M2325,Biryani,North Indian,Lunch,Gluten-Free,"Rice, Meat/Vegetables, Spices",150,16,Easy,Festive
M2326,Butter Chicken,North Indian,Lunch,Vegan,"Chicken, Butter, Tomato",214,31,Hard,Party
M2327,Biryani,North Indian,Snack,Gluten-Free,"Rice, Meat/Vegetables, Spices",654,45,Easy,Restaurant-Special
M2328,Butter Chicken,North Indian,Breakfast,Vegan,"Chicken, Butter, Tomato",630,41,Hard,Restaurant-Special
M2329,Dal Makhani,North Indian,Lunch,Keto,"Urad Dal, Butter, Cream",730,37,Medium,Restaurant-Special
M2330,Baingan Bharta,North Indian,Breakfast,High-Protein,"Brinjal, Onion, Tomato",396,24,Hard,Daily
M2331,Kadhi Pakora,North Indian,Dinner,Gluten-Free,"Besan, Curd, Spices",536,21,Hard,Party
M2332,Kadhi Pakora,North Indian,Dinner,Vegan,"Besan, Curd, Spices",803,43,Hard,Festive
M2333,Dal Makhani,North Indian,Lunch,Vegan,"Urad Dal, Butter, Cream",636,12,Medium,Restaurant-Special
M2334,Aloo Paratha,North Indian,Breakfast,Gluten-Free,"Wheat, Potato, Spices",238,21,Medium,Festive
M2335,Paneer Butter Masala,North Indian,Dinner,Vegetarian,"Paneer, Tomato, Spices",783,10,Hard,Festive
M2336,Palak Paneer,North Indian,Lunch,Gluten-Free,"Spinach, Paneer, Spices",592,25,Easy,Festive
M2337,Dal Makhani,North Indian,Snack,Non-Vegetarian,"Urad Dal, Butter, Cream",307,12,Easy,Party
M2338,Rajma Chawal,North Indian,Lunch,Vegan,"Rajma, Rice, Spices",820,34,Easy,Restaurant-Special
M2339,Rajma Chawal,North Indian,Lunch,Keto,"Rajma, Rice, Spices",418,44,Medium,Daily
M2340,Dal Makhani,North Indian,Breakfast,Vegan,"Urad Dal, Butter, Cream",772,6,Hard,Restaurant-Special
M2341,Palak Paneer,North Indian,Lunch,High-Protein,"Spinach, Paneer, Spices",795,33,Easy,Daily
M2342,Baingan Bharta,North Indian,Dinner,Vegetarian,"Brinjal, Onion, Tomato",184,26,Medium,Festive
M2343,Kadhi Pakora,North Indian,Snack,Gluten-Free,"Besan, Curd, Spices",249,45,Hard,Restaurant-Special
M2344,Paneer Butter Masala,North Indian,Dinner,Vegan,"Paneer, Tomato, Spices",753,29,Hard,Daily
M2345,Chole Bhature,North Indian,Breakfast,Gluten-Free,"Chickpeas, Maida, Spices",738,4,Easy,Festive
M2346,Dal Makhani,North Indian,Breakfast,Non-Vegetarian,"Urad Dal, Butter, Cream",288,40,Hard,Restaurant-Special
M2347,Kadhi Pakora,North Indian,Lunch,Keto,"Besan, Curd, Spices",336,11,Easy,Festive
M2348,Biryani,North Indian,Snack,Vegan,"Rice, Meat/Vegetables, Spices",403,7,Easy,Daily
M2349,Kadhi Pakora,North Indian,Snack,Vegan,"Besan, Curd, Spices",242,9,Medium,Restaurant-Special
M2350,Chole Bhature,North Indian,Breakfast,High-Protein,"Chickpeas, Maida, Spices",503,27,Medium,Daily
M2351,Aloo Paratha,North Indian,Breakfast,Vegan,"Wheat, Potato, Spices",248,44,Easy,Restaurant-Special
M2352,Chole Bhature,North Indian,Snack,Keto,"Chickpeas, Maida, Spices",338,32,Medium,Party
M2353,Dal Makhani,North Indian,Lunch,Non-Vegetarian,"Urad Dal, Butter, Cream",752,34,Medium,Daily
M2354,Chole Bhature,North Indian,Dinner,Vegan,"Chickpeas, Maida, Spices",640,22,Easy,Daily
M2355,Butter Chicken,North Indian,Breakfast,Non-Vegetarian,"Chicken, Butter, Tomato",753,26,Hard,Party
M2356,Biryani,North Indian,Snack,Vegetarian,"Rice, Meat/Vegetables, Spices",571,32,Easy,Festive
M2357,Rajma Chawal,North Indian,Breakfast,High-Protein,"Rajma, Rice, Spices",461,36,Hard,Restaurant-Special
M2358,Rajma Chawal,North Indian,Lunch,Gluten-Free,"Rajma, Rice, Spices",873,45,Medium,Party
M2359,Biryani,North Indian,Breakfast,Vegetarian,"Rice, Meat/Vegetables, Spices",389,17,Hard,Restaurant-Special
M2360,Rajma Chawal,North Indian,Lunch,Vegetarian,"Rajma, Rice, Spices",823,10,Easy,Festive
M2361,Baingan Bharta,North Indian,Breakfast,High-Protein,"Brinjal, Onion, Tomato",204,30,Easy,Daily
M2362,Biryani,North Indian,Snack,Non-Vegetarian,"Rice, Meat/Vegetables, Spices",454,39,Easy,Restaurant-Special
M2363,Palak Paneer,North Indian,Breakfast,Vegan,"Spinach, Paneer, Spices",895,27,Hard,Party
M2364,Baingan Bharta,North Indian,Snack,Non-Vegetarian,"Brinjal, Onion, Tomato",188,37,Easy,Festive
M2365,Aloo Paratha,North Indian,Dinner,Vegetarian,"Wheat, Potato, Spices",413,9,Hard,Party
M2366,Butter Chicken,North Indian,Breakfast,Non-Vegetarian,"Chicken, Butter, Tomato",418,39,Easy,Festive
M2367,Chole Bhature,North Indian,Breakfast,Non-Vegetarian,"Chickpeas, Maida, Spices",864,39,Easy,Party
M2368,Paneer Butter Masala,North Indian,Lunch,Gluten-Free,"Paneer, Tomato, Spices",880,14,Easy,Daily
M2369,Rajma Chawal,North Indian,Dinner,Gluten-Free,"Rajma, Rice, Spices",214,31,Easy,Restaurant-Special
M2370,Aloo Paratha,North Indian,Lunch,Non-Vegetarian,"Wheat, Potato, Spices",649,10,Easy,Daily
M2371,Dal Makhani,North Indian,Lunch,Non-Vegetarian,"Urad Dal, Butter, Cream",759,13,Medium,Festive
M2372,Rajma Chawal,North Indian,Breakfast,Vegan,"Rajma, Rice, Spices",900,14,Hard,Party
M2373,Kadhi Pakora,North Indian,Lunch,Vegan,"Besan, Curd, Spices",505,25,Easy,Party
M2374,Chole Bhature,North Indian,Breakfast,Vegan,"Chickpeas, Maida, Spices",618,39,Medium,Restaurant-Special
M2375,Chole Bhature,North Indian,Breakfast,Non-Vegetarian,"Chickpeas, Maida, Spices",632,38,Hard,Party
M2376,Chole Bhature,North Indian,Lunch,Vegan,"Chickpeas, Maida, Spices",689,22,Medium,Restaurant-Special
M2377,Kadhi Pakora,North Indian,Lunch,Vegetarian,"Besan, Curd, Spices",588,15,Easy,Daily
M2378,Baingan Bharta,North Indian,Snack,Gluten-Free,"Brinjal, Onion, Tomato",569,40,Easy,Party
M2379,Aloo Paratha,North Indian,Dinner,Vegetarian,"Wheat, Potato, Spices",254,44,Easy,Restaurant-Special
M2380,Rajma Chawal,North Indian,Breakfast,Gluten-Free,"Rajma, Rice, Spices",541,13,Easy,Festive
M2381,Butter Chicken,North Indian,Breakfast,Vegetarian,"Chicken, Butter, Tomato",220,28,Hard,Restaurant-Special
M2382,Baingan Bharta,North Indian,Lunch,Gluten-Free,"Brinjal, Onion, Tomato",442,12,Hard,Restaurant-Special
M2383,Rajma Chawal,North Indian,Snack,Gluten-Free,"Rajma, Rice, Spices",633,19,Hard,Restaurant-Special
M2384,Paneer Butter Masala,North Indian,Lunch,Non-Vegetarian,"Paneer, Tomato, Spices",157,34,Hard,Daily
M2385,Butter Chicken,North Indian,Snack,Keto,"Chicken, Butter, Tomato",860,5,Easy,Restaurant-Special
M2386,Chole Bhature,North Indian,Lunch,High-Protein,"Chickpeas, Maida, Spices",839,43,Easy,Daily
M2387,Butter Chicken,North Indian,Lunch,High-Protein,"Chicken, Butter, Tomato",248,18,Hard,Daily
M2388,Kadhi Pakora,North Indian,Lunch,Non-Vegetarian,"Besan, Curd, Spices",789,34,Medium,Party
M2389,Kadhi Pakora,North Indian,Breakfast,High-Protein,"Besan, Curd, Spices",814,30,Easy,Daily
M2390,Paneer Butter Masala,North Indian,Breakfast,Vegan,"Paneer, Tomato, Spices",792,45,Medium,Daily
M2391,Dal Makhani,North Indian,Breakfast,Gluten-Free,"Urad Dal, Butter, Cream",185,17,Hard,Daily
M2392,Aloo Paratha,North Indian,Lunch,High-Protein,"Wheat, Potato, Spices",234,22,Hard,Daily
M2393,Palak Paneer,North Indian,Lunch,Gluten-Free,"Spinach, Paneer, Spices",880,8,Medium,Restaurant-Special
M2394,Rajma Chawal,North Indian,Lunch,Gluten-Free,"Rajma, Rice, Spices",504,36,Hard,Daily
M2395,Biryani,North Indian,Breakfast,High-Protein,"Rice, Meat/Vegetables, Spices",195,40,Easy,Festive
M2396,Butter Chicken,North Indian,Breakfast,Gluten-Free,"Chicken, Butter, Tomato",331,45,Hard,Restaurant-Special
M2397,Kadhi Pakora,North Indian,Snack,Non-Vegetarian,"Besan, Curd, Spices",153,26,Hard,Party
M2398,Palak Paneer,North Indian,Lunch,Keto,"Spinach, Paneer, Spices",840,37,Medium,Restaurant-Special
M2399,Aloo Paratha,North Indian,Snack,Vegan,"Wheat, Potato, Spices",770,7,Easy,Daily
M2400,Chole Bhature,North Indian,Breakfast,Vegan,"Chickpeas, Maida, Spices",434,41,Medium,Daily
M2401,Chilli Chicken,Indo-Chinese,Snack,Non-Vegetarian,"Chicken, Capsicum, Spices",274,42,Hard,Daily
M2402,Schezwan Noodles,Indo-Chinese,Snack,Vegan,"Noodles, Vegetables, Schezwan Sauce",485,34,Hard,Party
M2403,Veg Fried Rice,Indo-Chinese,Snack,Gluten-Free,"Rice, Mixed Veg, Soy Sauce",723,7,Medium,Restaurant-Special
M2404,American Chopsuey,Indo-Chinese,Dinner,High-Protein,"Noodles, Vegetables, Sauce",866,6,Hard,Daily
M2405,Chicken Manchurian,Indo-Chinese,Snack,Vegetarian,"Chicken, Maida, Spices",830,28,Easy,Festive
M2406,Chicken Manchurian,Indo-Chinese,Snack,Keto,"Chicken, Maida, Spices",223,43,Medium,Daily
M2407,Hakka Noodles,Indo-Chinese,Dinner,Vegetarian,"Noodles, Vegetables, Soy Sauce",660,32,Medium,Party
M2408,American Chopsuey,Indo-Chinese,Dinner,Gluten-Free,"Noodles, Vegetables, Sauce",568,45,Easy,Restaurant-Special
M2409,Veg Fried Rice,Indo-Chinese,Breakfast,Vegan,"Rice, Mixed Veg, Soy Sauce",551,22,Medium,Restaurant-Special
M2410,American Chopsuey,Indo-Chinese,Snack,Non-Vegetarian,"Noodles, Vegetables, Sauce",632,12,Medium,Party
M2411,Veg Spring Rolls,Indo-Chinese,Snack,Vegetarian,"Vegetables, Maida, Spices",641,17,Medium,Restaurant-Special
M2412,Chicken Fried Rice,Indo-Chinese,Snack,Vegan,"Rice, Chicken, Soy Sauce",390,19,Medium,Festive
M2413,Gobi Manchurian,Indo-Chinese,Dinner,Non-Vegetarian,"Cauliflower, Maida, Spices",186,23,Hard,Festive
M2414,Paneer Chilli,Indo-Chinese,Snack,Vegetarian,"Paneer, Capsicum, Soy Sauce",820,11,Easy,Festive
M2415,Hakka Noodles,Indo-Chinese,Lunch,Gluten-Free,"Noodles, Vegetables, Soy Sauce",381,7,Easy,Festive
M2416,American Chopsuey,Indo-Chinese,Snack,Gluten-Free,"Noodles, Vegetables, Sauce",530,19,Hard,Restaurant-Special
M2417,Chilli Chicken,Indo-Chinese,Snack,Gluten-Free,"Chicken, Capsicum, Spices",348,26,Medium,Party
M2418,Gobi Manchurian,Indo-Chinese,Lunch,Vegetarian,"Cauliflower, Maida, Spices",217,10,Easy,Festive
M2419,Veg Fried Rice,Indo-Chinese,Snack,Keto,"Rice, Mixed Veg, Soy Sauce",543,38,Hard,Daily
M2420,Chicken Fried Rice,Indo-Chinese,Breakfast,Keto,"Rice, Chicken, Soy Sauce",339,33,Medium,Party
M2421,Paneer Chilli,Indo-Chinese,Breakfast,Vegetarian,"Paneer, Capsicum, Soy Sauce",878,42,Hard,Festive
M2422,Chicken Fried Rice,Indo-Chinese,Dinner,Gluten-Free,"Rice, Chicken, Soy Sauce",502,7,Hard,Daily
M2423,Chicken Manchurian,Indo-Chinese,Lunch,Vegan,"Chicken, Maida, Spices",575,21,Medium,Party
M2424,Veg Fried Rice,Indo-Chinese,Breakfast,Gluten-Free,"Rice, Mixed Veg, Soy Sauce",552,16,Easy,Party
M2425,Veg Spring Rolls,Indo-Chinese,Snack,Gluten-Free,"Vegetables, Maida, Spices",488,6,Easy,Party
M2426,Chicken Manchurian,Indo-Chinese,Breakfast,Keto,"Chicken, Maida, Spices",738,26,Medium,Restaurant-Special
M2427,Hakka Noodles,Indo-Chinese,Lunch,Non-Vegetarian,"Noodles, Vegetables, Soy Sauce",437,20,Medium,Daily
M2428,American Chopsuey,Indo-Chinese,Dinner,Non-Vegetarian,"Noodles, Vegetables, Sauce",333,42,Hard,Festive
M2429,Paneer Chilli,Indo-Chinese,Breakfast,Non-Vegetarian,"Paneer, Capsicum, Soy Sauce",881,18,Easy,Party
M2430,Veg Spring Rolls,Indo-Chinese,Snack,Vegan,"Vegetables, Maida, Spices",183,34,Easy,Daily
M2431,American Chopsuey,Indo-Chinese,Snack,High-Protein,"Noodles, Vegetables, Sauce",254,45,Hard,Daily
M2432,Paneer Chilli,Indo-Chinese,Breakfast,Keto,"Paneer, Capsicum, Soy Sauce",756,7,Medium,Party
M2433,Paneer Chilli,Indo-Chinese,Lunch,Vegan,"Paneer, Capsicum, Soy Sauce",256,20,Easy,Party
M2434,Veg Spring Rolls,Indo-Chinese,Breakfast,Vegetarian,"Vegetables, Maida, Spices",760,42,Hard,Party
M2435,American Chopsuey,Indo-Chinese,Dinner,High-Protein,"Noodles, Vegetables, Sauce",179,12,Easy,Daily
M2436,Veg Fried Rice,Indo-Chinese,Breakfast,Non-Vegetarian,"Rice, Mixed Veg, Soy Sauce",717,43,Hard,Daily
M2437,American Chopsuey,Indo-Chinese,Dinner,Gluten-Free,"Noodles, Vegetables, Sauce",286,20,Medium,Daily
M2438,Chilli Chicken,Indo-Chinese,Lunch,Non-Vegetarian,"Chicken, Capsicum, Spices",510,24,Medium,Daily
M2439,American Chopsuey,Indo-Chinese,Lunch,High-Protein,"Noodles, Vegetables, Sauce",187,8,Hard,Party
M2440,Schezwan Noodles,Indo-Chinese,Lunch,Vegan,"Noodles, Vegetables, Schezwan Sauce",857,23,Hard,Festive
M2441,Schezwan Noodles,Indo-Chinese,Snack,Vegan,"Noodles, Vegetables, Schezwan Sauce",355,3,Hard,Daily
M2442,Chilli Chicken,Indo-Chinese,Breakfast,High-Protein,"Chicken, Capsicum, Spices",832,4,Easy,Restaurant-Special
M2443,Gobi Manchurian,Indo-Chinese,Snack,Non-Vegetarian,"Cauliflower, Maida, Spices",666,20,Hard,Festive
M2444,American Chopsuey,Indo-Chinese,Snack,High-Protein,"Noodles, Vegetables, Sauce",753,20,Easy,Restaurant-Special
M2445,American Chopsuey,Indo-Chinese,Lunch,Non-Vegetarian,"Noodles, Vegetables, Sauce",627,44,Hard,Party
M2446,Chicken Fried Rice,Indo-Chinese,Breakfast,Keto,"Rice, Chicken, Soy Sauce",220,30,Easy,Party
M2447,Chilli Chicken,Indo-Chinese,Breakfast,Vegetarian,"Chicken, Capsicum, Spices",472,36,Medium,Party
M2448,Hakka Noodles,Indo-Chinese,Lunch,Keto,"Noodles, Vegetables, Soy Sauce",411,29,Easy,Restaurant-Special
M2449,Veg Fried Rice,Indo-Chinese,Lunch,Vegan,"Rice, Mixed Veg, Soy Sauce",877,36,Easy,Daily
M2450,Veg Spring Rolls,Indo-Chinese,Lunch,Keto,"Vegetables, Maida, Spices",193,4,Medium,Daily
M2451,Paneer Chilli,Indo-Chinese,Lunch,Non-Vegetarian,"Paneer, Capsicum, Soy Sauce",754,7,Easy,Party
M2452,Veg Fried Rice,Indo-Chinese,Lunch,Keto,"Rice, Mixed Veg, Soy Sauce",259,45,Medium,Party
M2453,Veg Fried Rice,Indo-Chinese,Dinner,Gluten-Free,"Rice, Mixed Veg, Soy Sauce",492,44,Hard,Party
M2454,Veg Fried Rice,Indo-Chinese,Breakfast,Gluten-Free,"Rice, Mixed Veg, Soy Sauce",578,40,Medium,Party
M2455,Veg Spring Rolls,Indo-Chinese,Snack,Keto,"Vegetables, Maida, Spices",234,12,Medium,Festive
M2456,Chicken Fried Rice,Indo-Chinese,Dinner,Keto,"Rice, Chicken, Soy Sauce",226,25,Hard,Party
M2457,Schezwan Noodles,Indo-Chinese,Lunch,High-Protein,"Noodles, Vegetables, Schezwan Sauce",175,19,Medium,Party
M2458,Veg Spring Rolls,Indo-Chinese,Lunch,Non-Vegetarian,"Vegetables, Maida, Spices",426,17,Medium,Festive
M2459,Chicken Manchurian,Indo-Chinese,Dinner,High-Protein,"Chicken, Maida, Spices",218,8,Hard,Restaurant-Special
M2460,Schezwan Noodles,Indo-Chinese,Dinner,Non-Vegetarian,"Noodles, Vegetables, Schezwan Sauce",542,7,Medium,Restaurant-Special
M2461,American Chopsuey,Indo-Chinese,Lunch,Vegan,"Noodles, Vegetables, Sauce",697,39,Medium,Daily
M2462,Paneer Chilli,Indo-Chinese,Dinner,Keto,"Paneer, Capsicum, Soy Sauce",235,45,Hard,Party
M2463,Chicken Manchurian,Indo-Chinese,Dinner,Gluten-Free,"Chicken, Maida, Spices",714,14,Medium,Party
