Meal_ID,Dish_Name,Cuisine_Type,Meal_Type,Dietary_Preference,Main_Ingredients,Calories_per_Serving,Protein_Content(g),Difficulty_Level,Occasion_Type
M0775,Pongal,South Indian,Breakfast,Vegetarian,"Rice, Moong Dal, Ghee",838,20,Easy,Restaurant-Special
M0330,Lemon Rice,South Indian,Lunch,High-Protein,"Rice, Lemon, Spices",200,24,Medium,Daily
M2055,Dal Makhani,North Indian,Dinner,Keto,"Urad Dal, Butter, Cream",202,4,Hard,Daily
M2002,Biryani,North Indian,Dinner,Non-Vegetarian,"Rice, Meat/Vegetables, Spices",782,28,Hard,Party
M0944,Upma,South Indian,Snack,High-Protein,"Rava, Vegetables, Spices",384,21,Hard,Party
M0823,Fish Curry,South Indian,Breakfast,Vegan,"Fish, Tamarind, Spices",326,8,Hard,Party
M0910,Curd Rice,South Indian,Dinner,Gluten-Free,"Rice, Curd, Spices",266,44,Easy,Party
M2517,Chicken Fried Rice,Indo-Chinese,Lunch,Vegan,"Rice, Chicken, Soy Sauce",170,35,Hard,Daily
M0182,Upma,South Indian,Dinner,Non-Vegetarian,"Rava, Vegetables, Spices",199,37,Medium,Festive
M0165,Masala Dosa,South Indian,Dinner,Gluten-Free,"Rice, Lentils, Potato",386,36,Hard,Party
M1524,Rajma Chawal,North Indian,Lunch,Non-Vegetarian,"Rajma, Rice, Spices",243,22,Hard,Festive
M0452,Upma,South Indian,Lunch,Non-Vegetarian,"Rava, Vegetables, Spices",638,15,Medium,Party
M2539,Schezwan Noodles,Indo-Chinese,Lunch,Keto,"Noodles, Vegetables, Schezwan Sauce",592,5,Hard,Restaurant-Special
M1312,Upma,South Indian,Dinner,Keto,"Rava, Vegetables, Spices",722,11,Medium,Party
M1112,Fish Curry,South Indian,Snack,High-Protein,"Fish, Tamarind, Spices",496,28,Medium,Daily
M3769,Veg Spring Rolls,Indo-Chinese,Breakfast,Gluten-Free,"Vegetables, Maida, Spices",797,38,Medium,Daily
M1288,Idli Sambar,South Indian,Dinner,Gluten-Free,"Rice, Lentils, Vegetables",727,4,Easy,Restaurant-Special
M0328,Chicken Chettinad,South Indian,Lunch,Non-Vegetarian,"Chicken, Coconut, Spices",764,42,Hard,Festive
M1791,Biryani,North Indian,Dinner,Keto,"Rice, Meat/Vegetables, Spices",691,43,Medium,Festive
M2491,Schezwan Noodles,Indo-Chinese,Dinner,Vegan,"Noodles, Vegetables, Schezwan Sauce",404,20,Medium,Party
M3535,Veg Spring Rolls,Indo-Chinese,Breakfast,Keto,"Vegetables, Maida, Spices",292,45,Easy,Restaurant-Special
M2008,Paneer Butter Masala,North Indian,Snack,Gluten-Free,"Paneer, Tomato, Spices",605,30,Easy,Party
M1859,Biryani,North Indian,Snack,Gluten-Free,"Rice, Meat/Vegetables, Spices",335,31,Medium,Daily
M0313,Lemon Rice,South Indian,Dinner,Non-Vegetarian,"Rice, Lemon, Spices",858,35,Hard,Festive
M0833,Idli Sambar,South Indian,Dinner,Vegan,"Rice, Lentils, Vegetables",298,20,Hard,Party
M1202,Vada,South Indian,Snack,Non-Vegetarian,"Lentils, Spices",562,36,Hard,Restaurant-Special
M3065,Hakka Noodles,Indo-Chinese,Lunch,Keto,"Noodles, Vegetables, Soy Sauce",261,22,Hard,Festive
M2608,Hakka Noodles,Indo-Chinese,Dinner,Non-Vegetarian,"Noodles, Vegetables, Soy Sauce",694,5,Hard,Daily
M2135,Chole Bhature,North Indian,Snack,Non-Vegetarian,"Chickpeas, Maida, Spices",752,6,Medium,Party
M2210,Aloo Paratha,North Indian,Breakfast,Keto,"Wheat, Potato, Spices",534,28,Medium,Daily
M3910,Chicken Fried Rice,Indo-Chinese,Lunch,Non-Vegetarian,"Rice, Chicken, Soy Sauce",576,39,Medium,Festive
M1482,Biryani,North Indian,Snack,Vegan,"Rice, Meat/Vegetables, Spices",865,39,Medium,Daily
M0778,Lemon Rice,South Indian,Breakfast,Gluten-Free,"Rice, Lemon, Spices",162,39,Easy,Daily
M0800,Curd Rice,South Indian,Breakfast,Non-Vegetarian,"Rice, Curd, Spices",465,42,Hard,Party
M0055,Fish Curry,South Indian,Snack,Non-Vegetarian,"Fish, Tamarind, Spices",323,41,Hard,Restaurant-Special
M1921,Baingan Bharta,North Indian,Dinner,Gluten-Free,"Brinjal, Onion, Tomato",206,4,Easy,Festive
M3436,Veg Fried Rice,Indo-Chinese,Breakfast,Non-Vegetarian,"Rice, Mixed Veg, Soy Sauce",432,26,Easy,Daily
M2955,Gobi Manchurian,Indo-Chinese,Breakfast,Vegan,"Cauliflower, Maida, Spices",478,20,Medium,Daily
M1702,Kadhi Pakora,North Indian,Dinner,Gluten-Free,"Besan, Curd, Spices",580,27,Medium,Party
M2162,Rajma Chawal,North Indian,Dinner,Non-Vegetarian,"Rajma, Rice, Spices",623,34,Hard,Festive
M3741,Gobi Manchurian,Indo-Chinese,Dinner,High-Protein,"Cauliflower, Maida, Spices",836,43,Easy,Party
M0988,Pongal,South Indian,Lunch,High-Protein,"Rice, Moong Dal, Ghee",495,32,Medium,Party
M3133,Schezwan Noodles,Indo-Chinese,Lunch,Vegan,"Noodles, Vegetables, Schezwan Sauce",702,42,Medium,Daily
M3602,Hakka Noodles,Indo-Chinese,Breakfast,Vegetarian,"Noodles, Vegetables, Soy Sauce",303,21,Medium,Restaurant-Special
M1395,Upma,South Indian,Breakfast,Vegetarian,"Rava, Vegetables, Spices",337,20,Easy,Restaurant-Special
M0769,Upma,South Indian,Dinner,Non-Vegetarian,"Rava, Vegetables, Spices",184,43,Hard,Party
M3530,Chicken Manchurian,Indo-Chinese,Dinner,Keto,"Chicken, Maida, Spices",786,5,Easy,Restaurant-Special
M0286,Masala Dosa,South Indian,Lunch,Gluten-Free,"Rice, Lentils, Potato",584,28,Easy,Party
M3999,Paneer Chilli,Indo-Chinese,Snack,Non-Vegetarian,"Paneer, Capsicum, Soy Sauce",742,10,Hard,Restaurant-Special
M0429,Idli Sambar,South Indian,Breakfast,Vegan,"Rice, Lentils, Vegetables",281,4,Easy,Restaurant-Special
M2333,Dal Makhani,North Indian,Lunch,Vegan,"Urad Dal, Butter, Cream",636,12,Medium,Restaurant-Special
M2080,Biryani,North Indian,Snack,Vegetarian,"Rice, Meat/Vegetables, Spices",464,44,Easy,Party
M0723,Chicken Chettinad,South Indian,Dinner,Vegetarian,"Chicken, Coconut, Spices",347,44,Easy,Party
M0952,Fish Curry,South Indian,Dinner,Vegetarian,"Fish, Tamarind, Spices",768,10,Hard,Daily
M3029,Veg Fried Rice,Indo-Chinese,Dinner,Gluten-Free,"Rice, Mixed Veg, Soy Sauce",464,41,Easy,Daily
M2263,Chole Bhature,North Indian,Dinner,Vegan,"Chickpeas, Maida, Spices",264,7,Easy,Daily
M0990,Fish Curry,South Indian,Dinner,Non-Vegetarian,"Fish, Tamarind, Spices",360,38,Hard,Party
M3720,Veg Spring Rolls,Indo-Chinese,Dinner,Vegan,"Vegetables, Maida, Spices",744,34,Medium,Daily
M2688,Veg Fried Rice,Indo-Chinese,Snack,Keto,"Rice, Mixed Veg, Soy Sauce",555,17,Hard,Daily
M0327,Fish Curry,South Indian,Lunch,High-Protein,"Fish, Tamarind, Spices",545,30,Hard,Party
M2609,Chicken Manchurian,Indo-Chinese,Breakfast,Vegetarian,"Chicken, Maida, Spices",262,29,Medium,Festive
M1384,Chicken Chettinad,South Indian,Breakfast,Keto,"Chicken, Coconut, Spices",538,29,Hard,Party
M1725,Rajma Chawal,North Indian,Lunch,High-Protein,"Rajma, Rice, Spices",700,20,Hard,Party
M1087,Lemon Rice,South Indian,Breakfast,Gluten-Free,"Rice, Lemon, Spices",456,33,Hard,Restaurant-Special
M3197,Chilli Chicken,Indo-Chinese,Breakfast,High-Protein,"Chicken, Capsicum, Spices",595,17,Medium,Festive
M0342,Lemon Rice,South Indian,Snack,Vegan,"Rice, Lemon, Spices",613,32,Medium,Festive
M0148,Vada,South Indian,Lunch,Keto,"Lentils, Spices",431,14,Easy,Daily
M3096,Hakka Noodles,Indo-Chinese,Dinner,Vegetarian,"Noodles, Vegetables, Soy Sauce",666,43,Easy,Festive
M1108,Curd Rice,South Indian,Dinner,High-Protein,"Rice, Curd, Spices",819,37,Medium,Restaurant-Special
M0849,Masala Dosa,South Indian,Breakfast,High-Protein,"Rice, Lentils, Potato",263,44,Easy,Party
M0967,Vada,South Indian,Snack,Keto,"Lentils, Spices",205,34,Hard,Daily
M3263,Schezwan Noodles,Indo-Chinese,Snack,Gluten-Free,"Noodles, Vegetables, Schezwan Sauce",194,17,Easy,Daily
M2204,Palak Paneer,North Indian,Breakfast,Vegan,"Spinach, Paneer, Spices",673,33,Hard,Restaurant-Special
M0662,Curd Rice,South Indian,Lunch,Vegan,"Rice, Curd, Spices",527,18,Hard,Restaurant-Special
M1003,Pongal,South Indian,Lunch,Keto,"Rice, Moong Dal, Ghee",892,20,Hard,Festive
M3848,Schezwan Noodles,Indo-Chinese,Snack,Non-Vegetarian,"Noodles, Vegetables, Schezwan Sauce",308,4,Medium,Party
M3341,Hakka Noodles,Indo-Chinese,Lunch,High-Protein,"Noodles, Vegetables, Soy Sauce",861,16,Easy,Restaurant-Special
M3103,Schezwan Noodles,Indo-Chinese,Lunch,Vegetarian,"Noodles, Vegetables, Schezwan Sauce",580,44,Medium,Festive
M3890,Schezwan Noodles,Indo-Chinese,Dinner,Vegan,"Noodles, Vegetables, Schezwan Sauce",789,30,Medium,Restaurant-Special
M1880,Dal Makhani,North Indian,Snack,Keto,"Urad Dal, Butter, Cream",256,30,Easy,Party
M3757,Chicken Manchurian,Indo-Chinese,Dinner,Vegan,"Chicken, Maida, Spices",860,38,Easy,Party
M1204,Vada,South Indian,Dinner,Keto,"Lentils, Spices",324,39,Hard,Restaurant-Special
M1991,Rajma Chawal,North Indian,Lunch,Non-Vegetarian,"Rajma, Rice, Spices",621,34,Medium,Party
M0025,Lemon Rice,South Indian,Lunch,Vegetarian,"Rice, Lemon, Spices",356,37,Hard,Daily
M3748,Schezwan Noodles,Indo-Chinese,Dinner,High-Protein,"Noodles, Vegetables, Schezwan Sauce",234,13,Easy,Restaurant-Special
M2684,Chicken Fried Rice,Indo-Chinese,Snack,Non-Vegetarian,"Rice, Chicken, Soy Sauce",854,29,Easy,Restaurant-Special
M2752,Chicken Manchurian,Indo-Chinese,Snack,Gluten-Free,"Chicken, Maida, Spices",287,41,Hard,Festive
M3049,Hakka Noodles,Indo-Chinese,Dinner,Non-Vegetarian,"Noodles, Vegetables, Soy Sauce",346,8,Medium,Festive
M0876,Curd Rice,South Indian,Dinner,Gluten-Free,"Rice, Curd, Spices",196,21,Easy,Festive
M3588,Hakka Noodles,Indo-Chinese,Breakfast,Gluten-Free,"Noodles, Vegetables, Soy Sauce",583,5,Medium,Daily
M0939,Pongal,South Indian,Breakfast,Gluten-Free,"Rice, Moong Dal, Ghee",770,18,Easy,Restaurant-Special
M2395,Biryani,North Indian,Breakfast,High-Protein,"Rice, Meat/Vegetables, Spices",195,40,Easy,Festive
M3337,Schezwan Noodles,Indo-Chinese,Dinner,Vegan,"Noodles, Vegetables, Schezwan Sauce",501,33,Hard,Daily
M3961,Chicken Manchurian,Indo-Chinese,Lunch,Vegan,"Chicken, Maida, Spices",614,36,Hard,Restaurant-Special
M0386,Rasam Rice,South Indian,Dinner,Keto,"Tamarind, Tomato, Spices",464,33,Easy,Restaurant-Special
M3040,American Chopsuey,Indo-Chinese,Snack,Gluten-Free,"Noodles, Vegetables, Sauce",746,36,Hard,Festive
M3327,Veg Fried Rice,Indo-Chinese,Dinner,Gluten-Free,"Rice, Mixed Veg, Soy Sauce",166,26,Easy,Restaurant-Special
M2910,Veg Spring Rolls,Indo-Chinese,Breakfast,High-Protein,"Vegetables, Maida, Spices",353,34,Hard,Party
M2292,Rajma Chawal,North Indian,Dinner,Vegetarian,"Rajma, Rice, Spices",594,35,Medium,Daily
M3233,Gobi Manchurian,Indo-Chinese,Dinner,Vegetarian,"Cauliflower, Maida, Spices",728,27,Hard,Restaurant-Special
M0937,Curd Rice,South Indian,Breakfast,High-Protein,"Rice, Curd, Spices",645,13,Easy,Daily
M3430,Hakka Noodles,Indo-Chinese,Dinner,Vegan,"Noodles, Vegetables, Soy Sauce",830,25,Hard,Daily
M2361,Baingan Bharta,North Indian,Breakfast,High-Protein,"Brinjal, Onion, Tomato",204,30,Easy,Daily
M3897,Chilli Chicken,Indo-Chinese,Breakfast,Vegan,"Chicken, Capsicum, Spices",165,10,Easy,Party
M1333,Vada,South Indian,Breakfast,Keto,"Lentils, Spices",233,32,Medium,Festive
M1935,Paneer Butter Masala,North Indian,Breakfast,Gluten-Free,"Paneer, Tomato, Spices",653,33,Medium,Festive
M0936,Rasam Rice,South Indian,Dinner,High-Protein,"Tamarind, Tomato, Spices",219,15,Easy,Festive
M2419,Veg Fried Rice,Indo-Chinese,Snack,Keto,"Rice, Mixed Veg, Soy Sauce",543,38,Hard,Daily
M0567,Pongal,South Indian,Lunch,Keto,"Rice, Moong Dal, Ghee",281,5,Hard,Restaurant-Special
M1855,Dal Makhani,North Indian,Breakfast,Non-Vegetarian,"Urad Dal, Butter, Cream",869,45,Hard,Party
M3210,Chicken Fried Rice,Indo-Chinese,Lunch,Vegetarian,"Rice, Chicken, Soy Sauce",511,10,Hard,Festive
M2468,Chicken Manchurian,Indo-Chinese,Lunch,Vegan,"Chicken, Maida, Spices",192,30,Hard,Restaurant-Special
M1646,Dal Makhani,North Indian,Snack,Vegetarian,"Urad Dal, Butter, Cream",793,22,Easy,Festive
M3314,Paneer Chilli,Indo-Chinese,Dinner,High-Protein,"Paneer, Capsicum, Soy Sauce",539,14,Easy,Festive
M1793,Aloo Paratha,North Indian,Snack,Non-Vegetarian,"Wheat, Potato, Spices",819,36,Medium,Festive
M1431,Upma,South Indian,Dinner,Keto,"Rava, Vegetables, Spices",519,17,Hard,Party
M3072,Gobi Manchurian,Indo-Chinese,Snack,Vegetarian,"Cauliflower, Maida, Spices",498,20,Medium,Party
M1014,Fish Curry,South Indian,Snack,Gluten-Free,"Fish, Tamarind, Spices",702,43,Easy,Restaurant-Special
M1929,Dal Makhani,North Indian,Breakfast,Vegan,"Urad Dal, Butter, Cream",659,33,Hard,Party
M2982,Schezwan Noodles,Indo-Chinese,Breakfast,Non-Vegetarian,"Noodles, Vegetables, Schezwan Sauce",459,38,Medium,Restaurant-Special
M0127,Masala Dosa,South Indian,Lunch,Vegan,"Rice, Lentils, Potato",494,17,Easy,Daily
M2773,Schezwan Noodles,Indo-Chinese,Lunch,Vegetarian,"Noodles, Vegetables, Schezwan Sauce",747,8,Medium,Restaurant-Special
M1348,Curd Rice,South Indian,Lunch,Vegetarian,"Rice, Curd, Spices",493,36,Medium,Daily
M0356,Rasam Rice,South Indian,Dinner,Keto,"Tamarind, Tomato, Spices",287,9,Medium,Festive
M0828,Vada,South Indian,Lunch,Keto,"Lentils, Spices",384,19,Easy,Festive
M1640,Kadhi Pakora,North Indian,Lunch,Keto,"Besan, Curd, Spices",507,41,Hard,Party
M0985,Rasam Rice,South Indian,Dinner,Non-Vegetarian,"Tamarind, Tomato, Spices",330,20,Hard,Restaurant-Special
M2189,Butter Chicken,North Indian,Dinner,Vegetarian,"Chicken, Butter, Tomato",238,21,Medium,Party
M3387,Schezwan Noodles,Indo-Chinese,Snack,Vegan,"Noodles, Vegetables, Schezwan Sauce",694,17,Hard,Festive
M2444,American Chopsuey,Indo-Chinese,Snack,High-Protein,"Noodles, Vegetables, Sauce",753,20,Easy,Restaurant-Special
M0363,Fish Curry,South Indian,Dinner,Non-Vegetarian,"Fish, Tamarind, Spices",427,33,Easy,Daily
M2350,Chole Bhature,North Indian,Breakfast,High-Protein,"Chickpeas, Maida, Spices",503,27,Medium,Daily
M0346,Chicken Chettinad,South Indian,Dinner,Gluten-Free,"Chicken, Coconut, Spices",479,23,Hard,Daily
M2727,Schezwan Noodles,Indo-Chinese,Dinner,Vegetarian,"Noodles, Vegetables, Schezwan Sauce",471,4,Medium,Daily
M3377,Gobi Manchurian,Indo-Chinese,Snack,Vegan,"Cauliflower, Maida, Spices",639,14,Hard,Daily
M0712,Masala Dosa,South Indian,Dinner,Vegan,"Rice, Lentils, Potato",401,39,Medium,Daily
M2891,Hakka Noodles,Indo-Chinese,Dinner,High-Protein,"Noodles, Vegetables, Soy Sauce",344,28,Medium,Daily
M3786,Schezwan Noodles,Indo-Chinese,Breakfast,High-Protein,"Noodles, Vegetables, Schezwan Sauce",899,10,Medium,Festive
M0011,Upma,South Indian,Lunch,Vegetarian,"Rava, Vegetables, Spices",851,33,Hard,Festive
M3204,Veg Spring Rolls,Indo-Chinese,Dinner,Vegan,"Vegetables, Maida, Spices",450,12,Easy,Daily
M2117,Chole Bhature,North Indian,Snack,Non-Vegetarian,"Chickpeas, Maida, Spices",254,6,Medium,Party
M1835,Baingan Bharta,North Indian,Snack,Vegetarian,"Brinjal, Onion, Tomato",557,20,Hard,Festive
M0794,Chicken Chettinad,South Indian,Lunch,Gluten-Free,"Chicken, Coconut, Spices",414,30,Medium,Restaurant-Special
M3679,Paneer Chilli,Indo-Chinese,Dinner,Gluten-Free,"Paneer, Capsicum, Soy Sauce",200,38,Easy,Restaurant-Special
M2675,Hakka Noodles,Indo-Chinese,Dinner,High-Protein,"Noodles, Vegetables, Soy Sauce",167,45,Easy,Festive
M0095,Chicken Chettinad,South Indian,Snack,Vegetarian,"Chicken, Coconut, Spices",600,7,Medium,Party
M0130,Vada,South Indian,Dinner,Vegan,"Lentils, Spices",160,18,Easy,Daily
M2372,Rajma Chawal,North Indian,Breakfast,Vegan,"Rajma, Rice, Spices",900,14,Hard,Party
M2966,Chicken Fried Rice,Indo-Chinese,Dinner,High-Protein,"Rice, Chicken, Soy Sauce",430,33,Easy,Daily
M3870,Hakka Noodles,Indo-Chinese,Breakfast,Vegetarian,"Noodles, Vegetables, Soy Sauce",788,21,Medium,Daily
M2264,Palak Paneer,North Indian,Dinner,Non-Vegetarian,"Spinach, Paneer, Spices",487,44,Medium,Restaurant-Special
M1901,Paneer Butter Masala,North Indian,Breakfast,Vegan,"Paneer, Tomato, Spices",261,23,Easy,Festive
M3042,Schezwan Noodles,Indo-Chinese,Dinner,Vegan,"Noodles, Vegetables, Schezwan Sauce",329,27,Medium,Festive
M3173,Gobi Manchurian,Indo-Chinese,Dinner,Gluten-Free,"Cauliflower, Maida, Spices",364,12,Medium,Party
M1933,Palak Paneer,North Indian,Dinner,Keto,"Spinach, Paneer, Spices",573,35,Medium,Festive
M3361,Veg Fried Rice,Indo-Chinese,Snack,Vegan,"Rice, Mixed Veg, Soy Sauce",397,5,Easy,Daily
M1866,Rajma Chawal,North Indian,Snack,Non-Vegetarian,"Rajma, Rice, Spices",390,24,Easy,Festive
M1659,Aloo Paratha,North Indian,Lunch,Gluten-Free,"Wheat, Potato, Spices",655,20,Medium,Festive
M0517,Rasam Rice,South Indian,Breakfast,High-Protein,"Tamarind, Tomato, Spices",194,15,Medium,Daily
M1858,Rajma Chawal,North Indian,Lunch,Keto,"Rajma, Rice, Spices",312,42,Easy,Party
M2646,Gobi Manchurian,Indo-Chinese,Breakfast,Gluten-Free,"Cauliflower, Maida, Spices",370,18,Medium,Festive
M2244,Aloo Paratha,North Indian,Dinner,Vegan,"Wheat, Potato, Spices",890,42,Easy,Restaurant-Special
M1278,Chicken Chettinad,South Indian,Lunch,Vegan,"Chicken, Coconut, Spices",334,10,Hard,Daily
M3855,Chilli Chicken,Indo-Chinese,Snack,High-Protein,"Chicken, Capsicum, Spices",795,35,Easy,Festive
M0951,Chicken Chettinad,South Indian,Dinner,Vegan,"Chicken, Coconut, Spices",707,36,Easy,Daily
M1121,Rasam Rice,South Indian,Breakfast,Vegan,"Tamarind, Tomato, Spices",884,5,Medium,Daily
M2598,Chicken Fried Rice,Indo-Chinese,Snack,Vegan,"Rice, Chicken, Soy Sauce",789,27,Medium,Restaurant-Special
M2205,Kadhi Pakora,North Indian,Lunch,Non-Vegetarian,"Besan, Curd, Spices",585,34,Hard,Party
M0420,Idli Sambar,South Indian,Snack,Non-Vegetarian,"Rice, Lentils, Vegetables",218,37,Easy,Party
M0923,Fish Curry,South Indian,Dinner,Vegetarian,"Fish, Tamarind, Spices",857,18,Hard,Festive
M2914,Chicken Manchurian,Indo-Chinese,Breakfast,Keto,"Chicken, Maida, Spices",807,38,Hard,Festive
M0478,Idli Sambar,South Indian,Snack,Vegetarian,"Rice, Lentils, Vegetables",841,23,Easy,Restaurant-Special
M2036,Palak Paneer,North Indian,Breakfast,High-Protein,"Spinach, Paneer, Spices",594,11,Hard,Restaurant-Special
M2884,Chilli Chicken,Indo-Chinese,Dinner,Gluten-Free,"Chicken, Capsicum, Spices",582,15,Medium,Daily
M1693,Chole Bhature,North Indian,Breakfast,Vegan,"Chickpeas, Maida, Spices",265,28,Medium,Festive
M3841,Veg Spring Rolls,Indo-Chinese,Dinner,Gluten-Free,"Vegetables, Maida, Spices",365,35,Easy,Festive
M1472,Palak Paneer,North Indian,Breakfast,Vegan,"Spinach, Paneer, Spices",407,27,Medium,Restaurant-Special
M2602,Veg Fried Rice,Indo-Chinese,Breakfast,Non-Vegetarian,"Rice, Mixed Veg, Soy Sauce",733,36,Medium,Festive
M1203,Lemon Rice,South Indian,Dinner,High-Protein,"Rice, Lemon, Spices",656,35,Easy,Party
M2439,American Chopsuey,Indo-Chinese,Lunch,High-Protein,"Noodles, Vegetables, Sauce",187,8,Hard,Party
M2627,Veg Fried Rice,Indo-Chinese,Snack,Gluten-Free,"Rice, Mixed Veg, Soy Sauce",171,10,Medium,Restaurant-Special
M1670,Rajma Chawal,North Indian,Lunch,Non-Vegetarian,"Rajma, Rice, Spices",878,44,Hard,Party
M3696,Chicken Manchurian,Indo-Chinese,Dinner,High-Protein,"Chicken, Maida, Spices",366,19,Medium,Daily
M1971,Aloo Paratha,North Indian,Snack,Vegetarian,"Wheat, Potato, Spices",469,18,Easy,Party
M2152,Biryani,North Indian,Snack,Keto,"Rice, Meat/Vegetables, Spices",866,26,Easy,Festive
M0821,Idli Sambar,South Indian,Snack,Non-Vegetarian,"Rice, Lentils, Vegetables",721,29,Hard,Festive
M1998,Dal Makhani,North Indian,Snack,Keto,"Urad Dal, Butter, Cream",187,32,Medium,Party
M3823,Paneer Chilli,Indo-Chinese,Lunch,High-Protein,"Paneer, Capsicum, Soy Sauce",708,16,Easy,Party
M1249,Lemon Rice,South Indian,Dinner,High-Protein,"Rice, Lemon, Spices",693,5,Easy,Restaurant-Special
M3407,American Chopsuey,Indo-Chinese,Breakfast,Gluten-Free,"Noodles, Vegetables, Sauce",228,45,Hard,Daily
M2713,Chilli Chicken,Indo-Chinese,Lunch,Non-Vegetarian,"Chicken, Capsicum, Spices",311,14,Hard,Party
M3541,Veg Spring Rolls,Indo-Chinese,Snack,Non-Vegetarian,"Vegetables, Maida, Spices",157,17,Medium,Festive
M2191,Paneer Butter Masala,North Indian,Dinner,High-Protein,"Paneer, Tomato, Spices",621,20,Easy,Festive
M3477,Hakka Noodles,Indo-Chinese,Snack,High-Protein,"Noodles, Vegetables, Soy Sauce",246,21,Easy,Daily
M1047,Lemon Rice,South Indian,Breakfast,Keto,"Rice, Lemon, Spices",634,41,Medium,Daily
M1889,Biryani,North Indian,Snack,Keto,"Rice, Meat/Vegetables, Spices",505,43,Easy,Party
M2470,Chicken Manchurian,Indo-Chinese,Lunch,Vegan,"Chicken, Maida, Spices",723,41,Medium,Party
M0616,Upma,South Indian,Lunch,Keto,"Rava, Vegetables, Spices",892,34,Medium,Festive
M1319,Lemon Rice,South Indian,Snack,Vegan,"Rice, Lemon, Spices",590,44,Easy,Daily
M3845,Gobi Manchurian,Indo-Chinese,Snack,Keto,"Cauliflower, Maida, Spices",242,28,Easy,Daily
M3885,Paneer Chilli,Indo-Chinese,Snack,Vegan,"Paneer, Capsicum, Soy Sauce",342,26,Easy,Restaurant-Special
M3901,Schezwan Noodles,Indo-Chinese,Lunch,Vegan,"Noodles, Vegetables, Schezwan Sauce",783,39,Hard,Daily
M2137,Chole Bhature,North Indian,Dinner,Vegan,"Chickpeas, Maida, Spices",746,41,Hard,Daily
M3257,Chilli Chicken,Indo-Chinese,Breakfast,Keto,"Chicken, Capsicum, Spices",737,28,Easy,Party
M1773,Palak Paneer,North Indian,Breakfast,High-Protein,"Spinach, Paneer, Spices",517,24,Easy,Party
M3933,Gobi Manchurian,Indo-Chinese,Dinner,Keto,"Cauliflower, Maida, Spices",435,20,Medium,Festive
M0132,Lemon Rice,South Indian,Snack,Keto,"Rice, Lemon, Spices",540,44,Easy,Daily
M2851,Veg Fried Rice,Indo-Chinese,Dinner,Gluten-Free,"Rice, Mixed Veg, Soy Sauce",729,5,Medium,Restaurant-Special
M0078,Lemon Rice,South Indian,Lunch,Vegetarian,"Rice, Lemon, Spices",446,42,Easy,Festive
M2053,Butter Chicken,North Indian,Lunch,High-Protein,"Chicken, Butter, Tomato",421,7,Easy,Festive
M0725,Curd Rice,South Indian,Snack,Non-Vegetarian,"Rice, Curd, Spices",716,17,Medium,Daily
M1315,Masala Dosa,South Indian,Breakfast,Keto,"Rice, Lentils, Potato",199,24,Medium,Daily
M1852,Rajma Chawal,North Indian,Dinner,Vegetarian,"Rajma, Rice, Spices",380,23,Medium,Daily
M3904,Hakka Noodles,Indo-Chinese,Snack,High-Protein,"Noodles, Vegetables, Soy Sauce",792,20,Easy,Restaurant-Special
M3043,Chicken Fried Rice,Indo-Chinese,Dinner,Non-Vegetarian,"Rice, Chicken, Soy Sauce",168,37,Hard,Restaurant-Special
M3294,Chicken Manchurian,Indo-Chinese,Lunch,Keto,"Chicken, Maida, Spices",722,14,Medium,Party
M1373,Pongal,South Indian,Breakfast,Non-Vegetarian,"Rice, Moong Dal, Ghee",616,19,Easy,Restaurant-Special
M1856,Dal Makhani,North Indian,Dinner,Vegan,"Urad Dal, Butter, Cream",401,14,Hard,Restaurant-Special
M1320,Vada,South Indian,Snack,Gluten-Free,"Lentils, Spices",787,3,Medium,Restaurant-Special
M2561,Chilli Chicken,Indo-Chinese,Lunch,Gluten-Free,"Chicken, Capsicum, Spices",710,23,Easy,Daily
M3831,Paneer Chilli,Indo-Chinese,Breakfast,Vegan,"Paneer, Capsicum, Soy Sauce",403,29,Hard,Festive
M3245,Veg Spring Rolls,Indo-Chinese,Lunch,Vegan,"Vegetables, Maida, Spices",293,31,Medium,Restaurant-Special
M3872,Chicken Fried Rice,Indo-Chinese,Snack,Keto,"Rice, Chicken, Soy Sauce",620,9,Medium,Restaurant-Special
M0376,Pongal,South Indian,Snack,Keto,"Rice, Moong Dal, Ghee",225,24,Hard,Restaurant-Special
M1909,Aloo Paratha,North Indian,Breakfast,Vegetarian,"Wheat, Potato, Spices",484,33,Hard,Daily
M0334,Fish Curry,South Indian,Dinner,Keto,"Fish, Tamarind, Spices",722,38,Hard,Party
M2987,Chilli Chicken,Indo-Chinese,Breakfast,Gluten-Free,"Chicken, Capsicum, Spices",197,27,Medium,Party
M3734,American Chopsuey,Indo-Chinese,Dinner,Vegan,"Noodles, Vegetables, Sauce",280,12,Medium,Festive
M2366,Butter Chicken,North Indian,Breakfast,Non-Vegetarian,"Chicken, Butter, Tomato",418,39,Easy,Festive
M1605,Paneer Butter Masala,North Indian,Lunch,Gluten-Free,"Paneer, Tomato, Spices",841,37,Hard,Restaurant-Special
M1119,Vada,South Indian,Breakfast,Gluten-Free,"Lentils, Spices",878,7,Medium,Party
M3772,Chicken Manchurian,Indo-Chinese,Lunch,Keto,"Chicken, Maida, Spices",372,18,Easy,Party
M1944,Kadhi Pakora,North Indian,Lunch,Gluten-Free,"Besan, Curd, Spices",723,7,Easy,Party
